epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,learning_rate
1,0.8728716373443604,0.6437083622168379,0.6860198422176081,0.7272994023997609,0.694219661101268,9.993832906395582e-05
2,0.5077183417409484,0.792643494076199,0.5006361821802651,0.7872811105193162,0.7768757323126451,9.975348529157227e-05
3,0.4267502399215921,0.8273850885051036,0.46730054079032524,0.7999981060260679,0.7929293813180001,9.944597532678118e-05
4,0.3964837866219861,0.838877600884577,0.43527639929841205,0.814676458515772,0.810780236093793,9.901664203302123e-05
5,0.37741089616602624,0.8455250758176659,0.4257767135050239,0.8201257441102004,0.8175657832721395,9.8466662183008e-05
6,0.3648100777676231,0.8504282187300118,0.4182945816982083,0.8221213475960057,0.819978164780744,9.779754323328178e-05
7,0.35472761852699414,0.8542800123928583,0.4099829186026643,0.8269685535896115,0.8255031109858337,9.7011119192374e-05
8,0.34685855825044953,0.8570872102564538,0.41347576459733454,0.8264057040214539,0.8248803312028823,9.610954559391697e-05
9,0.3386683742902432,0.8600808141524332,0.4078502749524465,0.827689586616144,0.825355738461982,9.509529358847652e-05
10,0.3339511673701437,0.8620424382170738,0.4045131275566613,0.8296507785959941,0.8282011613411231,9.397114317029974e-05
11,0.3282049479540329,0.8645024181109423,0.40040077632520255,0.8310532133753706,0.8271681525025655,9.274017555754404e-05
12,0.3245593976904774,0.8657531480343021,0.4019415796529956,0.832060018690621,0.8284502464568734,9.140576474687253e-05
13,0.3191911295840615,0.8682186063270123,0.40193969265716833,0.8325818311877367,0.8305589968300265,8.997156826556362e-05
14,0.31512039986967344,0.8698622500687315,0.38968685051290003,0.8368675897761089,0.8315605052128173,8.844151714648276e-05
15,0.3124244685410059,0.8707456567831207,0.39905191885262004,0.8339728335054909,0.8307005788677723,8.681980515339462e-05
16,0.30840084235570586,0.8727675850628412,0.39392702790295203,0.8365788401626959,0.8316801863962827,8.511087728614857e-05
17,0.30394083662339816,0.8742306720443637,0.4022707059615996,0.8344214747591716,0.8302348170246736,8.33194175972427e-05
18,0.302960668565237,0.8748202170544898,0.40009446224061457,0.8362374930846982,0.833320663507407,8.145033635316125e-05
19,0.2988577844106663,0.8762781846592997,0.3954714191396062,0.8354852097790416,0.831428754128933,7.950875657567632e-05
20,0.2961971392059884,0.8774987619522719,0.4025180390695246,0.8334262821732498,0.8304677874323074,7.750000000000014e-05
21,0.2940209880035523,0.8783428780516686,0.40128475245906087,0.8332495122421079,0.829633157291672,7.542957248827971e-05
