epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,learning_rate
1,0.029238502121300063,0.8607915565526411,0.018690771180864593,0.892946107878916,0.8775505824236774,0.0009960967771506658
2,0.021055495420668327,0.8793320334874667,0.01633451782033981,0.9032264628591731,0.8834655516151254,0.0009844486647586665
3,0.019213465086945377,0.8863254712425993,0.015417060530402345,0.9085466821346512,0.8930757046252975,0.0009652393605146676
4,0.018109831163222106,0.8912807729041007,0.015545444140563087,0.9076816478143327,0.8932823226751305,0.0009387718066216951
5,0.017681303794211137,0.8937396464129743,0.01562909188050895,0.9060237536273815,0.8895821524018407,0.0009054634122155824
6,0.016726575449124568,0.8979209111287043,0.015385692920962882,0.9102275056289844,0.8960193025033941,0.0008658394705735839
7,0.016146484692726216,0.900712425396497,0.01433698380746456,0.9156819084710662,0.9041722799996587,0.000820524874925586
8,0.015591727112750997,0.9038131908666567,0.014879514987630465,0.9118254734178953,0.9005952772418276,0.0007702342635145904
9,0.015143094417830762,0.9064985478990043,0.014691623998878679,0.9148864426949547,0.9038195494354533,0.0007157607493246997
10,0.01462641813387618,0.9089329310861298,0.014263258059618296,0.9156722685767686,0.904965679606678,0.0006579634122155887
11,0.01415528385104174,0.9112713538931214,0.014354370137916343,0.9168280788919092,0.9050186219660425,0.0005977537507199252
12,0.013837676214561516,0.9129940019823657,0.014242490084037192,0.9197504343993965,0.9077437459361068,0.0005360813071670023
13,0.013351473761741808,0.9156918316274076,0.014209636747803095,0.9192655458619285,0.9075481876177842,0.0004739186928329801
14,0.013116221073356587,0.9168360619931608,0.01416554828315154,0.9183893086327557,0.9068289126141295,0.000412246249280058
15,0.012837448201903186,0.9185080349817097,0.014150122645393077,0.9200346971502399,0.9074451847236056,0.0003520365877843943
16,0.012612812025491884,0.9198750443369336,0.014597686879368865,0.9195857658990042,0.9086829046879861,0.0002942392506752827
17,0.012338244420110311,0.9213472375502954,0.014772160506650511,0.9192418368177031,0.9077276546887815,0.0002397657364853935
18,0.012066850217984768,0.922642261347503,0.014875337081597832,0.9204169275737045,0.9094036250626486,0.00018947512507439622
19,0.011845958699896282,0.923967559719284,0.014718154872611841,0.9200610131444628,0.9089428323733648,0.0001441605294263998
20,0.011673334391551429,0.9249394923882276,0.015268088455630806,0.9190219299379521,0.908297669792251,0.00010453658778440058
21,0.011488941015981587,0.9259047993999013,0.014782904002426262,0.9202929051236723,0.9092505390912252,7.122819337828717e-05
22,0.011349005949937133,0.9266948843696261,0.015042308951403368,0.920305672289494,0.9090584162411836,4.476063948531583e-05
23,0.01131346262410562,0.9269445626502721,0.015194271702305794,0.9203817535341252,0.9094154013908945,2.5551335241328207e-05
24,0.011238230806688261,0.927246925612745,0.015187504835627728,0.9201897258495154,0.9090397519406352,1.390322284933361e-05
25,0.011209911631958525,0.9275015369522348,0.015265711341873432,0.9200662242800944,0.909108060117087,1e-05
