epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,learning_rate
1,0.04042569294961001,0.8309141137907582,0.02275064369249675,0.8945044444444444,0.8737254300024013,0.000999755747381039
2,0.026755142845385084,0.8588517112299777,0.019897552703817687,0.8932066666666667,0.8772743308824947,0.0009990232305719952
3,0.024664019104293597,0.8655120910770516,0.018319867540978724,0.8985933333333334,0.8804038558886143,0.0009978031724785254
4,0.023450871036830037,0.8696416501075991,0.017301719097627535,0.9029266666666667,0.8853800488887725,0.0009960967771506682
5,0.022673184753105206,0.8730695507676554,0.015990873260630502,0.9089355555555556,0.892894253082623,0.0009939057285945922
6,0.02203042738242633,0.8758793148210704,0.016943030369778473,0.90586,0.8933572324377931,0.0009912321891106994
7,0.021362829203796094,0.8780263002200793,0.01616557947256499,0.9103533333333333,0.8918855469833291,0.0009880787971596771
8,0.020833950023382855,0.8804630323122906,0.015778431265304486,0.9114222222222222,0.8963560421145214,0.000984448664758653
9,0.02036376193039886,0.8824668230915216,0.016779063279843992,0.9059377777777777,0.893847907021925,0.0009803453744100365
10,0.019891270300439242,0.8846077131602438,0.015806387297602163,0.9111111111111111,0.8976806402215258,0.0009757729755660202
11,0.01973551846525636,0.8857283935568849,0.015958883623696036,0.9095488888888889,0.8959772705128581,0.000970735980632261
12,0.01931220068154247,0.8873156138828823,0.015095711742631263,0.9127533333333333,0.8983629551625085,0.0009652393605146053
13,0.019067659068526487,0.8884864096084865,0.015463228844520118,0.9102577777777778,0.8979845737519347,0.0009592885397134919
14,0.0187260476234276,0.8900515489314559,0.015094410555644169,0.9150822222222222,0.9012970592699256,0.0009528893909706007
15,0.018459693886362556,0.8912742368636593,0.014510220961852206,0.9140866666666667,0.9010924475678521,0.0009460482294731645
16,0.01834019611571013,0.8921440511987689,0.015469129274909696,0.9136111111111112,0.9008155737387018,0.0009387718066216349
17,0.018211021055159846,0.8925919690256661,0.014753640665569239,0.9149711111111111,0.9015101475915476,0.0009310673033668752
18,0.01790984390666866,0.8940551975905071,0.014881862932816148,0.91394,0.8990308124596782,0.0009229423231234231
19,0.017753434782352775,0.894931207054771,0.015845649332428973,0.9131977777777778,0.899561701059212,0.0009144048842658346
20,0.017697200171947022,0.8953334238672037,0.015460457047447562,0.9141111111111111,0.9014634431511678,0.0009054634122155263
21,0.017429968227736778,0.8963694746410059,0.01588671025302675,0.9179311111111111,0.9050091822066639,0.000896126731125894
