epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,learning_rate
1,1.2576805609528736,0.5041754285013804,1.213387287798382,0.5286152327344531,0.17309634244441782,9.993832906395579e-05
2,1.1439853368266937,0.5974425644643845,1.0971584490367345,0.6466132778496969,0.3591252257075762,9.975348529157216e-05
3,1.0491002320602376,0.6987485215869002,1.0076702279703957,0.7421861078057971,0.5927477365717724,9.944597532678114e-05
4,0.9849975250100577,0.7630600176190817,1.0018838005406516,0.7427227099736532,0.5996947889020856,9.90166420330212e-05
5,0.9718294454518185,0.7730324611228,0.9927752202465421,0.7506500667049771,0.6062820374843083,9.846666218300793e-05
6,0.966180101197253,0.7775902603903124,0.9896826247374216,0.7524244983990988,0.6055357382835922,9.77975432332818e-05
7,0.9617107978431128,0.7814225836466717,0.9866539395990825,0.756025954371407,0.6093571093847805,9.701111919237403e-05
8,0.959484278514821,0.782947450876236,0.9832404993829273,0.7591751260416848,0.6089766963488961,9.610954559391705e-05
9,0.9564616225099051,0.7855748018269898,0.9830851299422128,0.7585440817333403,0.6088944564620231,9.50952935884766e-05
10,0.9535964974152145,0.788159982491565,0.9883778606142316,0.7528603914238158,0.6023583752117129,9.397114317029977e-05
11,0.951425584093217,0.7896908979902986,0.9881599389371418,0.7449278036753336,0.5939395604278892,9.274017555754414e-05
12,0.9050255030073145,0.8402077039723755,0.9334458268824077,0.8089042944567544,0.7918325551686237,9.140576474687272e-05
13,0.8933999285262119,0.8501579691005009,0.9262061715126038,0.8157637275400615,0.8000090861532004,8.997156826556389e-05
14,0.887676860696526,0.8555087761212421,0.9284727431478954,0.8129046530950637,0.8031221794209705,8.844151714648296e-05
15,0.8848121143797393,0.8581670448985151,0.9344867553029742,0.8065528046517145,0.7895955374217909,8.681980515339485e-05
16,0.8811559199645955,0.8616856958276482,0.9275992626235599,0.8138164693400973,0.8057574540457466,8.511087728614883e-05
17,0.8777767884474929,0.8649879437620922,0.9275526461147127,0.8134567396981376,0.8013287671391414,8.331941759724291e-05
18,0.8748176649052609,0.8678174121405489,0.9215338386240459,0.8192585522220248,0.8078513123570054,8.145033635316158e-05
19,0.871836224550842,0.8708174138940791,0.9251955761795952,0.8155627761568341,0.8064829379611962,7.950875657567651e-05
20,0.8695434806167438,0.8731183233440564,0.9248954781464168,0.8155961391471681,0.8069895376851572,7.750000000000028e-05
21,0.868211272903668,0.874374875778793,0.9238085065569196,0.8165114649704525,0.8067315605695138,7.54295724882799e-05
22,0.8659150430592157,0.8766722518910643,0.9213515761352721,0.8188092651821318,0.808427754495811,7.330314893841137e-05
23,0.8651544237008659,0.8774274600449429,0.9205004913466317,0.8201740526017689,0.8069585407938233,7.1126557729539e-05
24,0.8624490140586771,0.8801406663592144,0.9202076296011606,0.8197444109689622,0.8102876212514871,6.890576474687374e-05
25,0.8617692230850138,0.8807243365113453,0.9183478256066641,0.8218765826452346,0.8109205066426203,6.664685702961516e-05
26,0.8607532253829382,0.8816818303318434,0.9194230465661912,0.8212501278945378,0.809090467763685,6.435602608680138e-05
27,0.8593312780703267,0.8831504131517103,0.9202165589446113,0.820430603765306,0.8115009505163799,6.20395509268131e-05
28,0.8578947869039351,0.8845302831101162,0.9207293022246588,0.8197289960724967,0.8089722775726266,5.9703780847047246e-05
29,0.8567439227975825,0.885685694794501,0.9201121074812753,0.8203818798065186,0.8062362630599538,5.735511803093518e-05
30,0.8558913075154827,0.8864980253481096,0.9193043410778046,0.8209412608827863,0.8072050562726621,5.500000000000258e-05
31,0.8546408933977927,0.8878091810851969,0.9147881723585582,0.8262315236386799,0.8191695561914728,5.264488196907002e-05
32,0.8537810739650521,0.8886457069586682,0.914124261765253,0.8265443501018342,0.8157935229661216,5.029621915295797e-05
33,0.8525056877443867,0.8899049496137967,0.9169081123102278,0.8233228325843811,0.8120981575241236,4.7960449073191856e-05
34,0.8516452450265166,0.8907431511468785,0.9205927650133768,0.8199263484705062,0.8110471263443937,4.564397391320296e-05
35,0.8511169559212142,0.8912977563437595,0.9200795448961712,0.820177477030527,0.8059137911746322,4.335314297038852e-05
36,0.8506280712542995,0.8918431173729641,0.913825695003782,0.8269746175834111,0.8184494389326759,4.1094235253129236e-05
37,0.8499843593566648,0.8924768576698918,0.9149923934822991,0.8255651607399895,0.812717299152562,3.8873442270463395e-05
38,0.8492151421885337,0.8932671803300098,0.9187404286293757,0.8219091154280163,0.8090213594766377,3.6696851061591035e-05
39,0.8485130007548999,0.893952997140987,0.913413602681387,0.8274713201182229,0.8177286833512473,3.457042751172263e-05
40,0.847654035334946,0.8948474882110473,0.9167850272996085,0.8237890274751754,0.8124895973100612,3.250000000000239e-05
